"stop_id","stop_code","stop_name","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","zone_id"
"11711","82","Kamenická","50.7433738708496","15.0599613189697","1","","2","1"
"13511","84","Slovanská","50.7456359863281","15.0654525756836","1","","2","1"
"7511","85","Machnín","50.7890281677246","14.9910125732422","1","","2","1"
"7611","86","Machnín žel. zast.","50.7877655029297","14.9852867126465","1","","2","1"
"7411","87","Machnín statek","50.7836647033691","14.9906024932861","1","","2","1"
"5511","88","Malé náměstí","50.7708587646484","15.0527448654175","1","","2","1"
"13011","89","Mařanova","50.737133026123","15.0570831298828","1","","2","1"
"11311","90","Melantrichova","50.7573318481445","15.0591974258423","1","","2","1"
"12211","92","Pilínkov křižovatka","50.7254753112793","15.0467805862427","1","","2","1"
"12411","93","Minkovice kovárna","50.7238845825195","15.0465888977051","1","","2","1"
"12511","94","Minkovice statek","50.7191352844238","15.0553121566772","1","","2","1"
"23011","95","Mlýnská","50.7643432617188","15.0626535415649","1","","2","1"
"13411","96","Na Srázu","50.7438011169434","15.0659637451172","1","","2","1"
"11511","97","Mostecká","50.7517318725586","15.0564813613892","1","","2","1"
"21611","98","Muzeum - Galerie Lázně","50.7740936279297","15.0680246353149","1","","1","1"
"1111","99","Nádraží","50.761848449707","15.0469341278076","1","","1","1"
"4511","100","Na Kačírku","50.7591743469238","15.0700492858887","1","","2","1"
"20311","101","Na Vršku","50.795825958252","15.0287780761719","1","","2","1"
"24811","102","Liberecká","50.7257919311523","15.1601390838623","1","","2","2"
"1011","103","Babylon","50.7594451904297","15.0528774261475","1","","2","1"
"8111","104","Novina","50.7635383605957","14.9401912689209","1","","2","1"
"23111","105","Nová Ruda","50.7561225891113","15.0802974700928","1","","1","1"
"211","106","Kunratice Mšenská","50.7524108886719","15.1166715621948","1","","2","1"
"14411","107","Obzor","50.7929725646973","15.0566740036011","1","","2","1"
"7011","108","Ostašov","50.7682304382324","15.0121879577637","1","","2","1"
"6911","109","Ostašov škola","50.7650680541992","15.01051902771","1","","2","1"
"21811","110","Ulice 5.května","50.7709083557129","15.0620069503784","1","","1","1"
"14311","111","Pavlovice křižovatka","50.7894172668457","15.0447950363159","1","","2","1"
"5911","112","Pavlovice stadion","50.7825546264648","15.0418853759766","1","","2","1"
"6011","113","Pavlovice škola","50.7840347290039","15.0452919006348","1","","2","1"
"4711","114","Pekárny","50.7469100952148","15.0774621963501","1","","2","1"
"14611","115","Nad Pianovkou","50.7957916259766","15.0648784637451","1","","2","1"
"12311","116","Pilínkov","50.7248497009277","15.0407114028931","1","","2","1"
"23311","117","Pivovarská","50.750316619873","15.0835838317871","1","","1","1"
"1811","119","Banskobystrická","50.7459716796875","15.0358266830444","1","","2","1"
"4411","120","Plátenická","50.7601661682129","15.0669393539429","1","","2","1"
